26885,478,26885
26886,1950,26886
26887,217,26887
26888,694,26888
26889,42,26889
26890,1781,26890
26891,1451,26891
26892,1451,26892
26893,1130,26893
26894,1130,26894
26895,71,26895
26896,45,26896
26897,1781,26897
26898,1694,26898
26899,787,26899
26900,731,26900
26901,1371,26901
26902,448,26902
26903,791,26903
26904,194,26904
26905,1773,26905
26906,222,26906
26907,807,26907
26908,264,26908
26909,69,26909
26910,452,26910
26911,834,26911
26912,1051,26912
26913,194,26913
26914,2136,26914
26915,649,26915
26916,539,26916
26917,165,26917
26918,689,26918
26919,913,26919
26920,398,26920
26921,956,26921
26922,238,26922
26923,672,26923
26924,2022,26924
26925,137,26925
26926,1071,26926
26927,1788,26927
26928,276,26928
26929,310,26929
26930,407,26930
26931,1383,26931
26932,310,26932
26933,970,26933
26934,159,26934
26935,2008,26935
26936,1021,26936
26937,2145,26937
26938,1985,26938
26939,1120,26939
26940,980,26940
26941,439,26941
26942,1775,26942
26943,1039,26943
26944,287,26944
26945,523,26945
26946,3,26946
26947,827,26947
26948,479,26948
26949,1162,26949
26950,1162,26950
26951,1753,26951
26952,455,26952
26953,729,26953
26954,817,26954
26955,1892,26955
26956,355,26956
26957,1759,26957
26958,1757,26958
26959,1156,26959
26960,500,26960
26961,1460,26961
26962,425,26962
26963,1299,26963
26964,18,26964
26965,450,26965
26966,1590,26966
26967,2089,26967
26968,980,26968
26969,715,26969
26970,43,26970
26971,906,26971
26972,809,26972
26973,1065,26973
26974,548,26974
26975,1825,26975
26976,929,26976
26977,473,26977
26978,1030,26978
26979,310,26979
26980,1175,26980
26981,1398,26981
26982,516,26982
26983,678,26983
26984,678,26984
26985,1719,26985
26986,1757,26986
26987,1773,26987
26988,834,26988
26989,222,26989
26990,143,26990
26991,732,26991
26992,1819,26992
26993,665,26993
26994,1983,26994
26995,1819,26995
26996,1618,26996
26997,887,26997
26998,929,26998
26999,2117,26999
27000,491,27000
27001,4,27001
27002,1067,27002
27003,930,27003
27004,1895,27004
27005,849,27005
27006,2111,27006
27007,220,27007
27008,155,27008
27009,1684,27009
27010,849,27010
27011,849,27011
27012,1688,27012
27013,1749,27013
27014,1575,27014
27015,949,27015
27016,1911,27016
27017,1885,27017
27018,34,27018
27019,338,27019
27020,1986,27020
27021,208,27021
27022,62,27022
27023,721,27023
27024,1605,27024
27025,1605,27025
27026,61,27026
27027,338,27027
27028,693,27028
