6211273,62,1127,2012-2013
825293,82,529,2012-2013
6211273,62,1127,2012-2013
328253,32,825,2012-2013
328323,32,832,2012-2013
581433,58,143,2012-2013
592813,59,281,2012-2013
12453,12,45,2012-2013
126543,12,654,2012-2013
595543,59,554,2012-2013
623273,62,327,2012-2013
779833,77,983,2012-2013
6211283,62,1128,2012-2013
625373,62,537,2012-2013
6211283,62,1128,2012-2013
623273,62,327,2012-2013
599443,59,944,2012-2013
592823,59,282,2012-2013
2111903,21,1190,2012-2013
3212613,32,1261,2012-2013
2111903,21,1190,2012-2013
166953,16,695,2012-2013
8110153,81,1015,2012-2013
13273,13,27,2012-2013
779863,77,986,2012-2013
7713203,77,1320,2012-2013
13273,13,27,2012-2013
13273,13,27,2012-2013
779843,77,984,2012-2013
779873,77,987,2012-2013
6211293,62,1129,2012-2013
142513,14,251,2012-2013
623273,62,327,2012-2013
779823,77,982,2012-2013
164903,16,490,2012-2013
779893,77,989,2012-2013
779833,77,983,2012-2013
821273,82,127,2012-2013
625373,62,537,2012-2013
779843,77,984,2012-2013
779863,77,986,2012-2013
779823,77,982,2012-2013
779883,77,988,2012-2013
7713203,77,1320,2012-2013
779893,77,989,2012-2013
779893,77,989,2012-2013
5912893,59,1289,2012-2013
12893,12,89,2012-2013
5611073,56,1107,2012-2013
609393,60,939,2012-2013
6012413,60,1241,2012-2013
166953,16,695,2012-2013
604303,60,430,2012-2013
507993,50,799,2012-2013
81203,8,120,2012-2013
1613553,16,1355,2012-2013
1613553,16,1355,2012-2013
1613553,16,1355,2012-2013
1613553,16,1355,2012-2013
7810283,78,1028,2012-2013
623273,62,327,2012-2013
625693,62,569,2012-2013
623273,62,327,2012-2013
6211273,62,1127,2012-2013
623313,62,331,2012-2013
4233,4,23,2012-2013
824113,82,411,2012-2013
821273,82,127,2012-2013
91383,9,138,2012-2013
6211273,62,1127,2012-2013
824113,82,411,2012-2013
7713203,77,1320,2012-2013
779893,77,989,2012-2013
779883,77,988,2012-2013
82133,8,213,2012-2013
825303,82,530,2012-2013
328283,32,828,2012-2013
812783,8,1278,2012-2013
91343,9,134,2012-2013
8210743,82,1074,2012-2013
14483,14,48,2012-2013
10503,10,50,2012-2013
10503,10,50,2012-2013
779883,77,988,2012-2013
779883,77,988,2012-2013
16293,16,29,2012-2013
166973,16,697,2012-2013
288963,28,896,2012-2013
893,8,9,2012-2013
6211283,62,1128,2012-2013
288963,28,896,2012-2013
18673,18,67,2012-2013
625373,62,537,2012-2013
625373,62,537,2012-2013
625693,62,569,2012-2013
779863,77,986,2012-2013
21903,2,190,2012-2013
6211283,62,1128,2012-2013
507973,50,797,2012-2013
533,5,3,2012-2013
5012483,50,1248,2012-2013
8210753,82,1075,2012-2013
96773,9,677,2012-2013
4333,4,33,2012-2013
1613543,16,1354,2012-2013
9013053,90,1305,2012-2013
625693,62,569,2012-2013
9013103,90,1310,2012-2013
9013063,90,1306,2012-2013
8113223,81,1322,2012-2013
9013103,90,1310,2012-2013
8110153,81,1015,2012-2013
8110153,81,1015,2012-2013
8110153,81,1015,2012-2013
6211303,62,1130,2012-2013
6211303,62,1130,2012-2013
753043,75,304,2012-2013
779843,77,984,2012-2013
779833,77,983,2012-2013
824113,82,411,2012-2013
71083,7,108,2012-2013
825293,82,529,2012-2013
779873,77,987,2012-2013
5412463,54,1246,2012-2013
779873,77,987,2012-2013
554393,55,439,2012-2013
6211303,62,1130,2012-2013
8210743,82,1074,2012-2013
41823,4,182,2012-2013
41843,4,184,2012-2013
41823,4,182,2012-2013
92203,9,220,2012-2013
166973,16,697,2012-2013
161503,16,150,2012-2013
6973,6,97,2012-2013
161893,16,189,2012-2013
161503,16,150,2012-2013
7513253,75,1325,2012-2013
6211303,62,1130,2012-2013
625693,62,569,2012-2013
779863,77,986,2012-2013
604313,60,431,2012-2013
623273,62,327,2012-2013
212743,21,274,2012-2013
507973,50,797,2012-2013
8210753,82,1075,2012-2013
6211303,62,1130,2012-2013
41293,4,129,2012-2013
779823,77,982,2012-2013
13273,13,27,2012-2013
812773,8,1277,2012-2013
548083,54,808,2012-2013
893,8,9,2012-2013
57313,57,31,2012-2013
146933,14,693,2012-2013
14483,14,48,2012-2013
753073,75,307,2012-2013
779823,77,982,2012-2013
779833,77,983,2012-2013
121963,12,196,2012-2013
166973,16,697,2012-2013
623273,62,327,2012-2013
621613,62,161,2012-2013
507903,50,790,2012-2013
621613,62,161,2012-2013
