3715329,37,1532,2018-2019
374939,37,493,2018-2019
374939,37,493,2018-2019
374939,37,493,2018-2019
779819,77,981,2018-2019
122229,12,222,2018-2019
10517789,105,1778,2018-2019
2119839,21,1983,2018-2019
2111909,21,1190,2018-2019
679139,67,913,2018-2019
7819989,78,1998,2018-2019
54079,5,407,2018-2019
4529,4,52,2018-2019
7720629,77,2062,2018-2019
825299,82,529,2018-2019
161899,16,189,2018-2019
5259,5,25,2018-2019
161899,16,189,2018-2019
161899,16,189,2018-2019
161899,16,189,2018-2019
161899,16,189,2018-2019
953809,95,380,2018-2019
506089,50,608,2018-2019
507949,50,794,2018-2019
121689,12,168,2018-2019
578559,57,855,2018-2019
518429,51,842,2018-2019
7559,7,55,2018-2019
7810289,78,1028,2018-2019
4439,4,43,2018-2019
146939,14,693,2018-2019
544559,54,455,2018-2019
817659,8,1765,2018-2019
507969,50,796,2018-2019
101189,10,118,2018-2019
121729,12,172,2018-2019
126549,12,654,2018-2019
12820539,128,2053,2018-2019
648759,64,875,2018-2019
2814459,28,1445,2018-2019
699539,69,953,2018-2019
41219,4,121,2018-2019
709299,70,929,2018-2019
7559,7,55,2018-2019
6589,6,58,2018-2019
507979,50,797,2018-2019
507949,50,794,2018-2019
7559,7,55,2018-2019
204349,20,434,2018-2019
1289,12,8,2018-2019
779829,77,982,2018-2019
6211299,62,1129,2018-2019
755579,75,557,2018-2019
3220089,32,2008,2018-2019
3715909,37,1590,2018-2019
4439,4,43,2018-2019
709289,70,928,2018-2019
10509,10,50,2018-2019
4439,4,43,2018-2019
699619,69,961,2018-2019
156789,15,678,2018-2019
3715329,37,1532,2018-2019
621619,62,161,2018-2019
62769,6,276,2018-2019
621619,62,161,2018-2019
66699,6,669,2018-2019
6589,6,58,2018-2019
548069,54,806,2018-2019
9413809,94,1380,2018-2019
9214069,92,1406,2018-2019
8210759,82,1075,2018-2019
7720629,77,2062,2018-2019
6211279,62,1127,2018-2019
5810709,58,1070,2018-2019
8210729,82,1072,2018-2019
151129,15,112,2018-2019
5817129,58,1712,2018-2019
825309,82,530,2018-2019
7720619,77,2061,2018-2019
825309,82,530,2018-2019
8210729,82,1072,2018-2019
121009,12,100,2018-2019
156789,15,678,2018-2019
9212169,92,1216,2018-2019
779869,77,986,2018-2019
5810719,58,1071,2018-2019
585239,58,523,2018-2019
87179,8,717,2018-2019
122169,12,216,2018-2019
759329,75,932,2018-2019
755579,75,557,2018-2019
10115799,101,1579,2018-2019
5614619,56,1461,2018-2019
299809,29,980,2018-2019
299779,29,977,2018-2019
548069,54,806,2018-2019
6211299,62,1129,2018-2019
8210739,82,1073,2018-2019
8210759,82,1075,2018-2019
779869,77,986,2018-2019
