151558,15,155,2017-2018
18678,18,67,2017-2018
8210758,82,1075,2017-2018
25498,2,549,2017-2018
378398,37,839,2017-2018
12628,12,62,2017-2018
10115858,101,1585,2017-2018
9414158,94,1415,2017-2018
9413718,94,1371,2017-2018
9413788,94,1378,2017-2018
122148,12,214,2017-2018
31888,3,188,2017-2018
156828,15,682,2017-2018
156878,15,687,2017-2018
2410258,24,1025,2017-2018
24768,2,476,2017-2018
156788,15,678,2017-2018
1717068,17,1706,2017-2018
1717068,17,1706,2017-2018
507948,50,794,2017-2018
2118588,21,1858,2017-2018
217478,21,747,2017-2018
328258,32,825,2017-2018
156878,15,687,2017-2018
507988,50,798,2017-2018
156848,15,684,2017-2018
2410228,24,1022,2017-2018
2410248,24,1024,2017-2018
156838,15,683,2017-2018
288938,28,893,2017-2018
288938,28,893,2017-2018
753078,75,307,2017-2018
54078,5,407,2017-2018
623318,62,331,2017-2018
9414158,94,1415,2017-2018
328278,32,827,2017-2018
151098,15,109,2017-2018
10115858,101,1585,2017-2018
10119758,101,1975,2017-2018
8210728,82,1072,2017-2018
658,6,5,2017-2018
658,6,5,2017-2018
122148,12,214,2017-2018
9415318,94,1531,2017-2018
10116648,101,1664,2017-2018
9411788,94,1178,2017-2018
9212198,92,1219,2017-2018
122148,12,214,2017-2018
3212618,32,1261,2017-2018
156848,15,684,2017-2018
156868,15,686,2017-2018
67088,6,708,2017-2018
67088,6,708,2017-2018
8014518,80,1451,2017-2018
121628,12,162,2017-2018
507978,50,797,2017-2018
156858,15,685,2017-2018
7514778,75,1477,2017-2018
753048,75,304,2017-2018
55558,5,555,2017-2018
8210738,82,1073,2017-2018
46498,4,649,2017-2018
12898,12,89,2017-2018
151698,15,169,2017-2018
961868,96,186,2017-2018
12628,12,62,2017-2018
825298,82,529,2017-2018
18678,18,67,2017-2018
156838,15,683,2017-2018
9413768,94,1376,2017-2018
8210748,82,1074,2017-2018
825308,82,530,2017-2018
404128,40,412,2017-2018
824108,82,410,2017-2018
824098,82,409,2017-2018
4238,4,23,2017-2018
824118,82,411,2017-2018
824118,82,411,2017-2018
824118,82,411,2017-2018
351028,35,102,2017-2018
1268,12,6,2017-2018
121628,12,162,2017-2018
825298,82,529,2017-2018
825308,82,530,2017-2018
15718,15,71,2017-2018
9411788,94,1178,2017-2018
151698,15,169,2017-2018
37278,3,727,2017-2018
73388,7,338,2017-2018
66748,6,674,2017-2018
12468,12,46,2017-2018
3715328,37,1532,2017-2018
6211288,62,1128,2017-2018
609378,60,937,2017-2018
2111908,21,1190,2017-2018
66748,6,674,2017-2018
9411788,94,1178,2017-2018
9411788,94,1178,2017-2018
9411788,94,1178,2017-2018
122168,12,216,2017-2018
6016208,60,1620,2017-2018
583018,58,301,2017-2018
581488,58,148,2017-2018
5611268,56,1126,2017-2018
4568,4,56,2017-2018
548068,54,806,2017-2018
755578,75,557,2017-2018
507998,50,799,2017-2018
7719668,77,1966,2017-2018
1116308,11,1630,2017-2018
779898,77,989,2017-2018
898,8,9,2017-2018
658,6,5,2017-2018
779858,77,985,2017-2018
699618,69,961,2017-2018
699618,69,961,2017-2018
5810698,58,1069,2017-2018
51598,5,159,2017-2018
55558,5,555,2017-2018
604308,60,430,2017-2018
538,5,3,2017-2018
1148,11,4,2017-2018
54878,54,87,2017-2018
709238,70,923,2017-2018
759348,75,934,2017-2018
7513248,75,1324,2017-2018
53558,5,355,2017-2018
538,5,3,2017-2018
9613928,96,1392,2017-2018
156868,15,686,2017-2018
156868,15,686,2017-2018
759338,75,933,2017-2018
6517078,65,1707,2017-2018
759338,75,933,2017-2018
7513248,75,1324,2017-2018
834988,83,498,2017-2018
834988,83,498,2017-2018
1912748,19,1274,2017-2018
42128,4,212,2017-2018
6158,6,15,2017-2018
759338,75,933,2017-2018
5817138,58,1713,2017-2018
55558,5,555,2017-2018
10517808,105,1780,2017-2018
