9313445,93,1344,2014-2015
166975,16,697,2014-2015
9613895,96,1389,2014-2015
507945,50,794,2014-2015
9313515,93,1351,2014-2015
9313435,93,1343,2014-2015
9313515,93,1351,2014-2015
41845,4,184,2014-2015
625695,62,569,2014-2015
10115795,101,1579,2014-2015
679225,67,922,2014-2015
9613895,96,1389,2014-2015
9212165,92,1216,2014-2015
709275,70,927,2014-2015
34615,3,461,2014-2015
164905,16,490,2014-2015
507965,50,796,2014-2015
965925,96,592,2014-2015
1513535,15,1353,2014-2015
156825,15,682,2014-2015
6155,6,15,2014-2015
7513245,75,1324,2014-2015
5611085,56,1108,2014-2015
41295,4,129,2014-2015
151555,15,155,2014-2015
1615335,16,1533,2014-2015
164905,16,490,2014-2015
91465,9,146,2014-2015
352665,35,266,2014-2015
164905,16,490,2014-2015
156875,15,687,2014-2015
151095,15,109,2014-2015
164785,16,478,2014-2015
54075,5,407,2014-2015
1613555,16,1355,2014-2015
66735,6,673,2014-2015
66755,6,675,2014-2015
639925,63,992,2014-2015
41295,4,129,2014-2015
2412315,24,1231,2014-2015
156875,15,687,2014-2015
9413755,94,1375,2014-2015
9413765,94,1376,2014-2015
156845,15,684,2014-2015
10115855,101,1585,2014-2015
2410255,24,1025,2014-2015
94965,9,496,2014-2015
507965,50,796,2014-2015
1285,12,8,2014-2015
9413805,94,1380,2014-2015
5012485,50,1248,2014-2015
9413785,94,1378,2014-2015
151555,15,155,2014-2015
66755,6,675,2014-2015
2410215,24,1021,2014-2015
10115705,101,1570,2014-2015
318655,31,865,2014-2015
2412315,24,1231,2014-2015
151425,15,142,2014-2015
6285,6,28,2014-2015
374695,37,469,2014-2015
2410255,24,1025,2014-2015
374695,37,469,2014-2015
374695,37,469,2014-2015
374695,37,469,2014-2015
374695,37,469,2014-2015
374695,37,469,2014-2015
9613935,96,1393,2014-2015
9613935,96,1393,2014-2015
9213375,92,1337,2014-2015
779815,77,981,2014-2015
7814645,78,1464,2014-2015
374695,37,469,2014-2015
9213375,92,1337,2014-2015
6975,6,97,2014-2015
91465,9,146,2014-2015
6155,6,15,2014-2015
631515,63,151,2014-2015
76625,7,662,2014-2015
759335,75,933,2014-2015
9413795,94,1379,2014-2015
759335,75,933,2014-2015
753075,75,307,2014-2015
10115725,101,1572,2014-2015
156845,15,684,2014-2015
41825,4,182,2014-2015
151095,15,109,2014-2015
12895,12,89,2014-2015
12625,12,62,2014-2015
121965,12,196,2014-2015
121965,12,196,2014-2015
1513535,15,1353,2014-2015
9413755,94,1375,2014-2015
9413805,94,1380,2014-2015
318595,31,859,2014-2015
9212205,92,1220,2014-2015
402875,40,287,2014-2015
507935,50,793,2014-2015
36215,3,621,2014-2015
7812365,78,1236,2014-2015
803605,80,360,2014-2015
8210755,82,1075,2014-2015
699575,69,957,2014-2015
66755,6,675,2014-2015
4335,4,33,2014-2015
4525,4,52,2014-2015
9413765,94,1376,2014-2015
9413805,94,1380,2014-2015
131705,13,170,2014-2015
2410255,24,1025,2014-2015
217445,21,744,2014-2015
352665,35,266,2014-2015
4235,4,23,2014-2015
9413805,94,1380,2014-2015
402875,40,287,2014-2015
609355,60,935,2014-2015
544555,54,455,2014-2015
4185,4,18,2014-2015
15715,15,71,2014-2015
15715,15,71,2014-2015
15715,15,71,2014-2015
15715,15,71,2014-2015
92205,9,220,2014-2015
895,8,9,2014-2015
10115855,101,1585,2014-2015
9212185,92,1218,2014-2015
655,6,5,2014-2015
623275,62,327,2014-2015
6012405,60,1240,2014-2015
9413715,94,1371,2014-2015
895,8,9,2014-2015
9413765,94,1376,2014-2015
10115725,101,1572,2014-2015
9411755,94,1175,2014-2015
895,8,9,2014-2015
8755,8,75,2014-2015
66745,6,674,2014-2015
4185,4,18,2014-2015
4325,4,32,2014-2015
67085,6,708,2014-2015
6012405,60,1240,2014-2015
779855,77,985,2014-2015
115475,11,547,2014-2015
9212195,92,1219,2014-2015
352665,35,266,2014-2015
679135,67,913,2014-2015
8210755,82,1075,2014-2015
9413765,94,1376,2014-2015
131705,13,170,2014-2015
825295,82,529,2014-2015
8210745,82,1074,2014-2015
156795,15,679,2014-2015
126545,12,654,2014-2015
10115725,101,1572,2014-2015
551135,55,113,2014-2015
87175,8,717,2014-2015
503125,50,312,2014-2015
503125,50,312,2014-2015
76625,7,662,2014-2015
507985,50,798,2014-2015
156835,15,683,2014-2015
9313455,93,1345,2014-2015
9313425,93,1342,2014-2015
9213365,92,1336,2014-2015
1285,12,8,2014-2015
1285,12,8,2014-2015
156845,15,684,2014-2015
156845,15,684,2014-2015
9212195,92,1219,2014-2015
15715,15,71,2014-2015
