9415307,94,1530,2016-2017
6211297,62,1129,2016-2017
25497,2,549,2016-2017
25497,2,549,2016-2017
821277,82,127,2016-2017
2117567,21,1756,2016-2017
507947,50,794,2016-2017
122147,12,214,2016-2017
10117527,101,1752,2016-2017
156837,15,683,2016-2017
50857,50,85,2016-2017
71267,7,126,2016-2017
6587,6,58,2016-2017
212107,21,210,2016-2017
156827,15,682,2016-2017
6915267,69,1526,2016-2017
50857,50,85,2016-2017
37307,3,730,2016-2017
288937,28,893,2016-2017
2116037,21,1603,2016-2017
625397,62,539,2016-2017
46517,4,651,2016-2017
156857,15,685,2016-2017
9415307,94,1530,2016-2017
16817,16,81,2016-2017
507917,50,791,2016-2017
164907,16,490,2016-2017
9447,9,44,2016-2017
2117567,21,1756,2016-2017
156837,15,683,2016-2017
699637,69,963,2016-2017
9411787,94,1178,2016-2017
288967,28,896,2016-2017
1287,12,8,2016-2017
151557,15,155,2016-2017
1513537,15,1353,2016-2017
153777,15,377,2016-2017
9413807,94,1380,2016-2017
7716587,77,1658,2016-2017
6915267,69,1526,2016-2017
6211277,62,1127,2016-2017
10116157,101,1615,2016-2017
156867,15,686,2016-2017
9413767,94,1376,2016-2017
9313467,93,1346,2016-2017
9313467,93,1346,2016-2017
5416837,54,1683,2016-2017
7719667,77,1966,2016-2017
9413807,94,1380,2016-2017
161507,16,150,2016-2017
121967,12,196,2016-2017
153777,15,377,2016-2017
9413757,94,1375,2016-2017
824107,82,410,2016-2017
9617587,96,1758,2016-2017
9617587,96,1758,2016-2017
9411787,94,1178,2016-2017
9413777,94,1377,2016-2017
1513537,15,1353,2016-2017
9414157,94,1415,2016-2017
9414157,94,1415,2016-2017
9415307,94,1530,2016-2017
4237,4,23,2016-2017
12627,12,62,2016-2017
122087,12,208,2016-2017
10116157,101,1615,2016-2017
153777,15,377,2016-2017
779827,77,982,2016-2017
43427,4,342,2016-2017
1615337,16,1533,2016-2017
7557,7,55,2016-2017
7716587,77,1658,2016-2017
7716587,77,1658,2016-2017
5510427,55,1042,2016-2017
2410227,24,1022,2016-2017
507917,50,791,2016-2017
657,6,5,2016-2017
9414157,94,1415,2016-2017
9415307,94,1530,2016-2017
156877,15,687,2016-2017
5612717,56,1271,2016-2017
4187,4,18,2016-2017
5810717,58,1071,2016-2017
1147,11,4,2016-2017
824117,82,411,2016-2017
1615337,16,1533,2016-2017
10111747,101,1174,2016-2017
146937,14,693,2016-2017
9617587,96,1758,2016-2017
9414157,94,1415,2016-2017
9414157,94,1415,2016-2017
5416837,54,1683,2016-2017
6211297,62,1129,2016-2017
699557,69,955,2016-2017
126547,12,654,2016-2017
4437,4,43,2016-2017
6211287,62,1128,2016-2017
507957,50,795,2016-2017
507987,50,798,2016-2017
625397,62,539,2016-2017
554397,55,439,2016-2017
9411787,94,1178,2016-2017
2117567,21,1756,2016-2017
2117567,21,1756,2016-2017
5810717,58,1071,2016-2017
10117527,101,1752,2016-2017
779847,77,984,2016-2017
779897,77,989,2016-2017
9212217,92,1221,2016-2017
6012417,60,1241,2016-2017
212107,21,210,2016-2017
7816797,78,1679,2016-2017
9411787,94,1178,2016-2017
161507,16,150,2016-2017
16817,16,81,2016-2017
142517,14,251,2016-2017
10115797,101,1579,2016-2017
161507,16,150,2016-2017
10117527,101,1752,2016-2017
62767,6,276,2016-2017
779827,77,982,2016-2017
10115797,101,1579,2016-2017
9413717,94,1371,2016-2017
25497,2,549,2016-2017
151697,15,169,2016-2017
779827,77,982,2016-2017
779817,77,981,2016-2017
779847,77,984,2016-2017
749487,74,948,2016-2017
825307,82,530,2016-2017
5611157,56,1115,2016-2017
284597,28,459,2016-2017
284597,28,459,2016-2017
548067,54,806,2016-2017
507907,50,790,2016-2017
825297,82,529,2016-2017
10115767,101,1576,2016-2017
749507,74,950,2016-2017
41827,4,182,2016-2017
548097,54,809,2016-2017
507937,50,793,2016-2017
11118307,111,1830,2016-2017
779857,77,985,2016-2017
9513837,95,1383,2016-2017
5816847,58,1684,2016-2017
5816847,58,1684,2016-2017
11118337,111,1833,2016-2017
9212067,92,1206,2016-2017
122227,12,222,2016-2017
151127,15,112,2016-2017
9413717,94,1371,2016-2017
153777,15,377,2016-2017
288967,28,896,2016-2017
625667,62,566,2016-2017
6211277,62,1127,2016-2017
625667,62,566,2016-2017
6211277,62,1127,2016-2017
328277,32,827,2016-2017
745167,74,516,2016-2017
5810717,58,1071,2016-2017
76627,7,662,2016-2017
156787,15,678,2016-2017
8210747,82,1074,2016-2017
7716587,77,1658,2016-2017
7718437,77,1843,2016-2017
503127,50,312,2016-2017
156847,15,684,2016-2017
709247,70,924,2016-2017
27227,2,722,2016-2017
11118327,111,1832,2016-2017
548067,54,806,2016-2017
6157,6,15,2016-2017
625697,62,569,2016-2017
821277,82,127,2016-2017
7514777,75,1477,2016-2017
6287,6,28,2016-2017
4187,4,18,2016-2017
126547,12,654,2016-2017
281937,28,193,2016-2017
506077,50,607,2016-2017
1116917,11,1691,2016-2017
111287,11,128,2016-2017
6587,6,58,2016-2017
5412477,54,1247,2016-2017
111287,11,128,2016-2017
655097,65,509,2016-2017
953807,95,380,2016-2017
9411787,94,1178,2016-2017
116667,11,666,2016-2017
66727,6,672,2016-2017
