1647810,16,478,2019-2020
949610,9,496,2019-2020
119195010,119,1950,2019-2020
1421710,14,217,2019-2020
1370410,13,704,2019-2020
1469410,14,694,2019-2020
144210,14,42,2019-2020
54178110,54,1781,2019-2020
62113010,62,1130,2019-2020
80145110,80,1451,2019-2020
62113010,62,1130,2019-2020
80145110,80,1451,2019-2020
76172910,76,1729,2019-2020
62113010,62,1130,2019-2020
80145110,80,1451,2019-2020
62113010,62,1130,2019-2020
157110,15,71,2019-2020
124510,12,45,2019-2020
4148110,41,481,2019-2020
54178110,54,1781,2019-2020
5480210,54,802,2019-2020
54169410,54,1694,2019-2020
54186410,54,1864,2019-2020
5478710,54,787,2019-2020
373110,3,731,2019-2020
94137110,94,1371,2019-2020
2644810,26,448,2019-2020
1216810,12,168,2019-2020
5079110,50,791,2019-2020
3519410,35,194,2019-2020
105177310,105,1773,2019-2020
1222210,12,222,2019-2020
5480710,54,807,2019-2020
926410,9,264,2019-2020
76202410,76,2024,2019-2020
596910,59,69,2019-2020
14164110,14,1641,2019-2020
1445210,14,452,2019-2020
3783410,37,834,2019-2020
2054810,20,548,2019-2020
33105110,33,1051,2019-2020
9538210,95,382,2019-2020
3519410,35,194,2019-2020
59213610,59,2136,2019-2020
5516410,55,164,2019-2020
464910,4,649,2019-2020
6253910,62,539,2019-2020
4016510,40,165,2019-2020
1945010,19,450,2019-2020
1468910,14,689,2019-2020
6791310,67,913,2019-2020
6439810,64,398,2019-2020
6995510,69,955,2019-2020
6995610,69,956,2019-2020
83142810,83,1428,2019-2020
5823810,58,238,2019-2020
667210,6,672,2019-2020
76202210,76,2022,2019-2020
119195310,119,1953,2019-2020
913710,9,137,2019-2020
76189610,76,1896,2019-2020
58107110,58,1071,2019-2020
62112710,62,1127,2019-2020
56178810,56,1788,2019-2020
56111410,56,1114,2019-2020
627610,6,276,2019-2020
1987810,19,878,2019-2020
531010,5,310,2019-2020
540710,5,407,2019-2020
95138310,95,1383,2019-2020
531010,5,310,2019-2020
3451010,34,510,2019-2020
3497010,34,970,2019-2020
515910,5,159,2019-2020
2174710,21,747,2019-2020
32200810,32,2008,2019-2020
24102110,24,1021,2019-2020
19214510,19,2145,2019-2020
113198510,113,1985,2019-2020
63112010,63,1120,2019-2020
5785510,57,855,2019-2020
2998010,29,980,2019-2020
94153010,94,1530,2019-2020
5543910,55,439,2019-2020
105177510,105,1775,2019-2020
8176510,8,1765,2019-2020
55103910,55,1039,2019-2020
4028710,40,287,2019-2020
59213510,59,2135,2019-2020
5852310,58,523,2019-2020
5310,5,3,2019-2020
3282710,32,827,2019-2020
2647910,26,479,2019-2020
7494910,74,949,2019-2020
83116210,83,1162,2019-2020
80145110,80,1451,2019-2020
83116210,83,1162,2019-2020
78208110,78,2081,2019-2020
78175310,78,1753,2019-2020
54198010,54,1980,2019-2020
5445510,54,455,2019-2020
2889210,28,892,2019-2020
372910,3,729,2019-2020
2581710,25,817,2019-2020
58189210,58,1892,2019-2020
535510,5,355,2019-2020
3282910,32,829,2019-2020
32175910,32,1759,2019-2020
17175710,17,1757,2019-2020
373410,3,734,2019-2020
83115610,83,1156,2019-2020
8350010,83,500,2019-2020
20146010,20,1460,2019-2020
6342510,63,425,2019-2020
88129910,88,1299,2019-2020
15135310,15,1353,2019-2020
41810,4,18,2019-2020
104181910,104,1819,2019-2020
1945010,19,450,2019-2020
37159010,37,1590,2019-2020
78208910,78,2089,2019-2020
2998010,29,980,2019-2020
1771510,17,715,2019-2020
43210,4,32,2019-2020
44310,4,43,2019-2020
3282710,32,827,2019-2020
6890610,68,906,2019-2020
5480910,54,809,2019-2020
76106510,76,1065,2019-2020
2054810,20,548,2019-2020
74182510,74,1825,2019-2020
7092910,70,929,2019-2020
447310,4,473,2019-2020
78103010,78,1030,2019-2020
531010,5,310,2019-2020
94117510,94,1175,2019-2020
5017310,50,173,2019-2020
96139810,96,1398,2019-2020
7451610,74,516,2019-2020
168110,16,81,2019-2020
1567810,15,678,2019-2020
15135310,15,1353,2019-2020
1567810,15,678,2019-2020
13171910,13,1719,2019-2020
17175710,17,1757,2019-2020
105177310,105,1773,2019-2020
3783410,37,834,2019-2020
1222210,12,222,2019-2020
80215310,80,2153,2019-2020
5814310,58,143,2019-2020
373210,3,732,2019-2020
24102410,24,1024,2019-2020
104181910,104,1819,2019-2020
1166510,11,665,2019-2020
21198310,21,1983,2019-2020
104181910,104,1819,2019-2020
8161810,8,1618,2019-2020
2888710,28,887,2019-2020
7092910,70,929,2019-2020
5184610,51,846,2019-2020
13211710,13,2117,2019-2020
1749110,17,491,2019-2020
11410,11,4,2019-2020
76106710,76,1067,2019-2020
8171410,8,1714,2019-2020
7093010,70,930,2019-2020
76172910,76,1729,2019-2020
76189510,76,1895,2019-2020
5184910,51,849,2019-2020
57211110,57,2111,2019-2020
922010,9,220,2019-2020
63111810,63,1118,2019-2020
1515510,15,155,2019-2020
58168410,58,1684,2019-2020
6995310,69,953,2019-2020
5184910,51,849,2019-2020
5184910,51,849,2019-2020
59213510,59,2135,2019-2020
14168810,14,1688,2019-2020
104174910,104,1749,2019-2020
101157510,101,1575,2019-2020
372410,3,724,2019-2020
7494910,74,949,2019-2020
95191110,95,1911,2019-2020
21188510,21,1885,2019-2020
133410,13,34,2019-2020
4037210,40,372,2019-2020
733810,7,338,2019-2020
29198610,29,1986,2019-2020
1220810,12,208,2019-2020
126210,12,62,2019-2020
3282910,32,829,2019-2020
272110,2,721,2019-2020
21160510,21,1605,2019-2020
21160510,21,1605,2019-2020
546110,54,61,2019-2020
733810,7,338,2019-2020
1469310,14,693,2019-2020
104202610,104,2026,2019-2020
2997610,29,976,2019-2020
5921110,59,211,2019-2020
58181010,58,1810,2019-2020
1045710,10,457,2019-2020
871710,8,717,2019-2020
5480110,54,801,2019-2020
373010,3,730,2019-2020
9538010,95,380,2019-2020
9537410,95,374,2019-2020
124510,12,45,2019-2020
24100010,24,1000,2019-2020
95138610,95,1386,2019-2020
5814310,58,143,2019-2020
6550910,65,509,2019-2020
40147010,40,1470,2019-2020
1217210,12,172,2019-2020
555510,5,555,2019-2020
5184010,51,840,2019-2020
1166510,11,665,2019-2020
94153010,94,1530,2019-2020
54186410,54,1864,2019-2020
54141810,54,1418,2019-2020
21168710,21,1687,2019-2020
78103510,78,1035,2019-2020
412110,4,121,2019-2020
5516410,55,164,2019-2020
78103510,78,1035,2019-2020
254910,2,549,2019-2020
447310,4,473,2019-2020
13171910,13,1719,2019-2020
2845910,28,459,2019-2020
58123810,58,1238,2019-2020
43210,4,32,2019-2020
552210,55,22,2019-2020
3185710,31,857,2019-2020
5511310,55,113,2019-2020
926410,9,264,2019-2020
2644910,26,449,2019-2020
58189210,58,1892,2019-2020
5480710,54,807,2019-2020
2888910,28,889,2019-2020
104202510,104,2025,2019-2020
104181910,104,1819,2019-2020
52510,5,25,2019-2020
62112910,62,1129,2019-2020
5814310,58,143,2019-2020
573110,57,31,2019-2020
5785110,57,851,2019-2020
1987710,19,877,2019-2020
55104010,55,1040,2019-2020
5814310,58,143,2019-2020
76106210,76,1062,2019-2020
6550910,65,509,2019-2020
83115710,83,1157,2019-2020
83142710,83,1427,2019-2020
83115610,83,1156,2019-2020
83115610,83,1156,2019-2020
83142710,83,1427,2019-2020
2639710,26,397,2019-2020
5920910,59,209,2019-2020
74190910,74,1909,2019-2020
74122510,74,1225,2019-2020
74190910,74,1909,2019-2020
74122510,74,1225,2019-2020
7495210,74,952,2019-2020
6216110,62,161,2019-2020
3682210,36,822,2019-2020
32197610,32,1976,2019-2020
3497310,34,973,2019-2020
56178910,56,1789,2019-2020
78123410,78,1234,2019-2020
373210,3,732,2019-2020
29198610,29,1986,2019-2020
5079810,50,798,2019-2020
871710,8,717,2019-2020
3746910,37,469,2019-2020
3783910,37,839,2019-2020
1014510,10,145,2019-2020
78103510,78,1035,2019-2020
78103510,78,1035,2019-2020
37209910,37,2099,2019-2020
1568610,15,686,2019-2020
4074210,40,742,2019-2020
113189110,113,1891,2019-2020
372510,3,725,2019-2020
2889210,28,892,2019-2020
5480710,54,807,2019-2020
1514210,15,142,2019-2020
5480610,54,806,2019-2020
65810,6,58,2019-2020
101176310,101,1763,2019-2020
1618910,16,189,2019-2020
101176310,101,1763,2019-2020
24100010,24,1000,2019-2020
421210,4,212,2019-2020
105010,10,50,2019-2020
101197510,101,1975,2019-2020
105010,10,50,2019-2020
1044210,10,442,2019-2020
7092310,70,923,2019-2020
